iter	Logloss
0	0.6063406034
1	0.5260831167
2	0.4596968922
3	0.3995204069
4	0.3582548321
5	0.3180053409
6	0.2767866289
7	0.2416936641
8	0.2141257918
9	0.1869355981
10	0.170967432
11	0.1532493809
12	0.1345733957
13	0.1209940143
14	0.1108788631
15	0.1022006768
16	0.09088315953
17	0.08392638606
18	0.07596351541
19	0.07097232539
20	0.06371442117
21	0.05770218311
22	0.05136446272
23	0.04612660483
24	0.04287205637
25	0.03936737478
26	0.0363245757
27	0.03366462438
28	0.03113976152
29	0.02858143009
30	0.02626877929
31	0.02451403502
32	0.02248754037
33	0.02126631164
34	0.01967216743
35	0.01835150016
36	0.01695140711
37	0.01623253193
38	0.01518396768
39	0.01452355879
40	0.01355059799
41	0.0130613704
42	0.01219602115
43	0.01166516936
44	0.0111320448
45	0.01061744311
46	0.01007055294
47	0.00955759313
48	0.00907170703
49	0.008672900342
50	0.008166156713
51	0.00776856457
52	0.007372595916
53	0.007171224621
54	0.00692273195
55	0.006654643316
56	0.006428957271
57	0.006179293645
58	0.005943996646
59	0.005661678722
60	0.005394636382
61	0.005147401453
62	0.005050029795
63	0.004861298681
64	0.004686441499
65	0.00455417772
66	0.004322523589
67	0.004188354723
68	0.004075186045
69	0.003922938325
70	0.003814402876
71	0.003668791239
72	0.003526859605
73	0.003396297712
74	0.003315174812
75	0.003239138743
76	0.003146954464
77	0.003076859348
78	0.003007480783
79	0.00293158669
80	0.002857967345
81	0.002824330617
82	0.002711869245
83	0.002660771706
84	0.002555785329
85	0.002478999788
86	0.002409306788
87	0.002348632089
88	0.002323265638
89	0.002280278596
90	0.002225582772
91	0.002197023126
92	0.00215953251
93	0.002134707128
94	0.002060415665
95	0.002004264342
96	0.001938842492
97	0.001915162243
98	0.001876390826
99	0.001824400615
100	0.00178740211
101	0.00176637035
102	0.001737968251
103	0.001699193397
104	0.001638704761
105	0.001590151785
106	0.001547747009
107	0.001510558145
108	0.001481981952
109	0.001460025131
110	0.001427741986
111	0.001411018361
112	0.001397437944
113	0.001356417539
114	0.001315654059
115	0.001290492725
116	0.001273851591
117	0.001244879156
118	0.001220277411
119	0.001194348767
120	0.001168077034
121	0.001136540547
122	0.001111013017
123	0.001093598194
124	0.001082075003
125	0.001068702186
126	0.00104362563
127	0.001027637584
128	0.001009669455
129	0.0009859939764
130	0.0009720817569
131	0.0009532546661
132	0.0009422221447
133	0.0009233624083
134	0.00090433896
135	0.0008898590835
136	0.0008740889744
137	0.0008644329619
138	0.0008532480714
139	0.0008370913714
140	0.0008199431054
141	0.0008088796017
142	0.0008016811512
143	0.0008016811512
144	0.0007871287884
145	0.0007735550158
146	0.0007583294686
147	0.0007487937297
148	0.0007347681657
149	0.0007224607587
150	0.0007115269252
151	0.0007114746771
152	0.0006978533867
153	0.0006886126024
154	0.0006750632239
155	0.000664883496
156	0.0006535884626
157	0.0006458174445
158	0.000640263194
159	0.0006319545724
160	0.0006224745896
161	0.000613405519
162	0.0006013754235
163	0.0006013785988
164	0.0005967272677
165	0.0005893904465
166	0.0005818672072
167	0.0005755158139
168	0.000575509325
169	0.0005659651278
170	0.0005557065544
171	0.0005557401434
172	0.0005557519582
173	0.000548954453
174	0.0005489487025
175	0.0005488879452
176	0.0005403610404
177	0.0005403849284
178	0.0005335217001
179	0.0005271278002
180	0.0005271278002
181	0.0005191194902
182	0.0005191477777
183	0.0005108911797
184	0.0005109010712
185	0.0005108943054
186	0.0005108943054
187	0.0005108943054
188	0.0005108945926
189	0.0005108826383
190	0.0005108582288
191	0.0005047518637
192	0.0005047229303
193	0.000504728593
194	0.0005047365703
195	0.0005047365703
196	0.000504710136
197	0.0005046996873
198	0.0005047120708
199	0.000504686938
200	0.000504686938
201	0.0004979208677
202	0.0004979054392
203	0.000491034726
204	0.000491034726
205	0.0004910262826
206	0.0004910316362
207	0.000491037359
208	0.0004826132951
209	0.0004756716612
210	0.000475660399
211	0.0004756827607
212	0.0004756635142
213	0.0004756560539
214	0.000475631972
215	0.0004704172757
216	0.0004703817921
217	0.0004703754368
218	0.0004703754368
219	0.0004623941678
220	0.0004623900429
221	0.0004623862298
222	0.000462365548
223	0.0004623762667
224	0.0004623603919
225	0.0004623746457
226	0.0004623811254
227	0.0004623691686
228	0.0004623691686
229	0.0004623341617
230	0.0004546091074
231	0.0004545964653
232	0.0004545905879
233	0.0004545859809
234	0.000454613981
235	0.000454613981
236	0.0004545829706
237	0.0004546018812
238	0.0004546018812
239	0.0004545945016
240	0.0004545412127
241	0.0004545412127
242	0.0004545379591
243	0.0004545807912
244	0.0004545744682
245	0.0004545860707
246	0.0004545719391
247	0.0004545602811
248	0.0004545602811
249	0.0004502287871
250	0.0004502156363
251	0.0004502210498
252	0.0004502288702
253	0.000450255855
254	0.0004479638805
255	0.0004479809727
256	0.0004479404561
257	0.0004479579383
258	0.0004479536301
259	0.0004479147705
260	0.0004479311866
261	0.0004479559723
262	0.0004479292159
263	0.0004479292159
264	0.0004479323844
265	0.0004478986211
266	0.0004479117673
267	0.0004423095496
268	0.0004423095496
269	0.0004423062762
270	0.0004423045917
271	0.00044230668
272	0.0004422830182
273	0.0004355712172
274	0.0004355660623
275	0.0004355551036
276	0.0004355551036
277	0.0004355848067
278	0.0004355807567
279	0.000435572311
280	0.0004355596816
281	0.0004355712956
282	0.0004355347691
283	0.0004355502875
284	0.0004355187142
285	0.0004355187142
286	0.0004355173943
287	0.0004355304967
288	0.0004355304967
289	0.0004355283242
290	0.0004355463441
291	0.0004355360961
292	0.0004355109574
293	0.0004355277796
294	0.0004354780971
295	0.0004354849506
296	0.0004354849506
297	0.0004354827192
298	0.0004354779841
299	0.0004354585404
300	0.0004354585289
301	0.0004354585289
302	0.0004354465803
303	0.0004354183933
304	0.0004354324558
305	0.0004354426196
306	0.0004354536383
307	0.0004354081837
308	0.000435422883
309	0.000435402784
310	0.0004354111028
311	0.0004354244498
312	0.0004354443642
313	0.0004353869217
314	0.0004354068015
315	0.0004353936437
316	0.0004353856905
317	0.0004354067448
318	0.0004353627648
319	0.0004353475994
320	0.0004353475994
321	0.0004310849695
322	0.000431087494
323	0.0004310755213
324	0.0004310791175
325	0.0004310616632
326	0.000431067806
327	0.0004310694742
328	0.000431087764
329	0.0004310864302
330	0.0004310579755
331	0.0004310529461
332	0.000431026432
333	0.0004310388814
334	0.0004310308856
335	0.0004310436904
336	0.0004310427512
337	0.0004310133942
338	0.0004309865561
339	0.0004309987839
340	0.0004309981263
341	0.000430966824
342	0.0004309778601
343	0.0004309677114
344	0.0004309849259
345	0.0004309540378
346	0.0004309512225
347	0.0004309799692
348	0.0004309400979
349	0.0004309390631
350	0.0004309186526
351	0.00043093853
352	0.0004309160553
353	0.0004309359789
354	0.000430948269
355	0.0004309153479
356	0.0004309153479
357	0.0004309267173
358	0.0004308752954
359	0.0004308959666
360	0.0004308743398
361	0.0004308864674
362	0.0004308988314
363	0.0004308988314
364	0.0004308757625
365	0.0004308834491
366	0.0004308565486
367	0.0004308554087
368	0.000430847106
369	0.0004308544718
370	0.000430857347
371	0.0004308451492
372	0.0004308451492
373	0.0004308451492
374	0.0004308321506
375	0.0004308321506
376	0.0004308463099
377	0.0004308463099
378	0.000430852485
379	0.0004308430873
380	0.0004308309148
381	0.0004308210384
382	0.0004308398451
383	0.0004308504092
384	0.0004308146995
385	0.0004308239575
386	0.0004308253292
387	0.0004308197311
388	0.00043082511
389	0.0004308259315
390	0.0004308132399
391	0.0004308210061
392	0.0004308131765
393	0.0004308131765
394	0.0004308108574
395	0.0004308108574
396	0.0004308133703
397	0.0004308048139
398	0.0004308048139
399	0.0004307954705
400	0.0004307954705
401	0.0004307954705
402	0.0004308224068
403	0.0004308081806
404	0.0004308203369
405	0.0004308049108
406	0.0004308012648
407	0.0004308102574
408	0.0004308182509
409	0.0004307837734
410	0.0004307855272
411	0.0004307835011
412	0.0004307870386
413	0.0004307826265
414	0.000430778609
415	0.0004307788352
416	0.0004307832842
417	0.000430777536
418	0.0004307707194
419	0.0004307994211
420	0.0004307745939
421	0.0004307488113
422	0.000430767813
423	0.0004307472432
424	0.0004307467448
425	0.0004307416243
426	0.0004307684083
427	0.0004307418897
428	0.0004307317663
429	0.0004307649054
430	0.0004307587096
431	0.0004307494885
432	0.0004307241075
433	0.0004307293065
434	0.0004307094036
435	0.0004307367671
436	0.0004307357425
437	0.000430736917
438	0.0004307234731
439	0.0004307337349
440	0.0004307349741
441	0.0004307309868
442	0.0004307119585
443	0.0004307224095
444	0.0004307185074
445	0.0004307184451
446	0.0004307079318
447	0.000430725662
448	0.0004307310755
449	0.0004307215522
450	0.0004306935013
451	0.0004307168401
452	0.0004306751202
453	0.0004307009327
454	0.0004307225709
455	0.0004306801853
456	0.0004306828275
457	0.0004306885918
458	0.0004306963509
459	0.0004307039441
460	0.0004306930962
461	0.0004306664253
462	0.0004306602987
463	0.0004306673252
464	0.0004306896325
465	0.0004306765832
466	0.0004307013481
467	0.0004306891572
468	0.0004306901171
469	0.0004306744764
470	0.000430673739
471	0.0004306603851
472	0.0004306726152
473	0.0004306626534
474	0.0004306777403
475	0.0004306837377
476	0.000430654803
477	0.0004306636872
478	0.0004306711314
479	0.0004306705245
480	0.0004306565014
481	0.0004306393572
482	0.0004306778073
483	0.0004306727606
484	0.0004306647718
485	0.0004306783334
486	0.0004306608373
487	0.0004306466227
488	0.0004306273683
489	0.0004306425083
490	0.0004306031329
491	0.000430635822
492	0.0004306488552
493	0.0004306207638
494	0.0004306387883
495	0.0004306533167
496	0.0004306271489
497	0.0004306188485
498	0.000430606113
499	0.000430611905
500	0.0004306050146
501	0.000430596232
502	0.000430606773
503	0.0004306149141
504	0.0004306359315
505	0.0004306266378
506	0.00043061366
507	0.0004306075093
508	0.0004305987844
509	0.0004305874034
510	0.0004306205425
511	0.0004306006386
512	0.0004305721285
513	0.0004305816703
514	0.0004305855448
515	0.0004305869847
516	0.0004306054499
517	0.0004305871657
518	0.0004305877842
519	0.0004305940469
520	0.000430582546
521	0.0004305961283
522	0.000430567489
523	0.000430570272
524	0.0004305978267
525	0.0004305581434
526	0.000430576334
527	0.0004305752771
528	0.0004305772721
529	0.0004305543487
530	0.0004305606714
531	0.0004305681549
532	0.0004305698209
533	0.0004305360681
534	0.0004305764691
535	0.0004305475459
536	0.0004305778467
537	0.0004305623998
538	0.0004305377087
539	0.0004305336105
540	0.000430537359
541	0.0004305212648
542	0.0004305543231
543	0.000430546355
544	0.0004305619127
545	0.0004305570322
546	0.0004305399653
547	0.0004305249592
548	0.0004305482195
549	0.000430530975
550	0.0004305201894
551	0.0004305231442
552	0.0004305245552
553	0.0004305281617
554	0.0004305207105
555	0.0004304955026
556	0.0004305071281
557	0.0004305191345
558	0.0004305144408
559	0.0004305183199
560	0.0004305411602
561	0.0004305200552
562	0.0004305053605
563	0.0004304946995
564	0.0004305180407
565	0.0004304995824
566	0.0004304971663
567	0.000430523505
568	0.0004304676063
569	0.0004305113833
570	0.0004304997185
571	0.0004304910051
572	0.000430486953
573	0.0004305019476
574	0.0004305180545
575	0.0004305060436
576	0.0004305396465
577	0.0004304828686
578	0.0004304866415
579	0.0004304865007
580	0.0004305148977
581	0.0004304756159
582	0.0004304843662
583	0.0004305044583
584	0.0004304592067
585	0.000430519626
586	0.0004304720853
587	0.0004304940165
588	0.0004304686978
589	0.0004304660361
590	0.0004304776248
591	0.0004304832875
592	0.000430473515
593	0.0004304956238
594	0.0004304839106
595	0.0004304776871
596	0.0004304876373
597	0.0004304978819
598	0.0004304633583
599	0.0004304872832
600	0.0004304487167
601	0.0004304686311
602	0.0004304616807
603	0.0004305135042
604	0.0004304594977
605	0.0004304521447
606	0.000430474819
607	0.0004304374155
608	0.0004304818824
609	0.0004304735475
610	0.0004304925365
611	0.0004304447859
612	0.0004304718606
613	0.0004304628819
614	0.0004304373855
615	0.0004304778488
616	0.0004304636226
617	0.0004304410591
618	0.0004304664194
619	0.000430467407
620	0.0004304476403
621	0.000430476995
622	0.0004304617327
623	0.0004304307281
624	0.0004304436252
625	0.0004304572352
626	0.0004304554907
627	0.00043042405
628	0.0004304851292
629	0.0004304342818
630	0.0004304420745
631	0.0004304484457
632	0.0004304490664
633	0.0004304232562
634	0.0004304303982
635	0.0004304306474
636	0.0004304290621
637	0.000430423187
638	0.0004304457366
639	0.0004304379647
640	0.0004304147413
641	0.0004304333403
642	0.0004304334857
643	0.0004304099623
644	0.0004304229539
645	0.0004304155397
646	0.0004304077701
647	0.000430440053
648	0.0004304344779
649	0.0004304413935
650	0.0004304175932
651	0.0004304267912
652	0.0004304123527
653	0.0004304312287
654	0.0004304352554
655	0.0004304133934
656	0.0004304228176
657	0.0004304178747
658	0.0004304241077
659	0.0004303990498
660	0.0004304035611
661	0.0004304265502
662	0.0004304104133
663	0.0004304178345
664	0.0004304242703
665	0.0004304280939
666	0.0004303980332
667	0.0004304166299
668	0.0004303982062
669	0.0004304055905
670	0.000430420502
671	0.0004303971747
672	0.0004303896267
673	0.000430412684
674	0.0004304290447
675	0.000430409548
676	0.0004303964755
677	0.0004303964755
678	0.0004303964755
679	0.0004303964755
680	0.0004303964755
681	0.0004303964755
682	0.0004303964755
683	0.0004303964755
684	0.0004303964755
685	0.0004303964755
686	0.0004303964755
687	0.0004303964755
688	0.0004303964755
689	0.0004303964755
690	0.0004303964755
691	0.0004303964755
692	0.0004303964755
693	0.0004303964755
694	0.0004303964755
695	0.0004303964755
696	0.0004303964755
697	0.0004303964755
698	0.0004303964755
699	0.0004303964755
700	0.0004303964755
701	0.0004303964755
702	0.0004303964755
703	0.0004303964755
704	0.0004303964755
705	0.0004303964755
706	0.0004303964755
707	0.0004303964755
708	0.0004303964755
709	0.0004303964755
710	0.0004303964755
711	0.0004303964755
712	0.0004303964755
713	0.0004303964755
714	0.0004303964755
715	0.0004303964755
716	0.0004303964755
717	0.0004303964755
718	0.0004303964755
719	0.0004303964755
720	0.0004303964755
721	0.0004303964755
722	0.0004303964755
723	0.0004303964755
724	0.0004303964755
725	0.0004303964755
726	0.0004303964755
727	0.0004303964755
728	0.0004303964755
729	0.0004303964755
730	0.0004303964755
731	0.0004303964755
732	0.0004303964755
733	0.0004303964755
734	0.0004303964755
735	0.0004303964755
736	0.0004303964755
737	0.0004303964755
738	0.0004303964755
739	0.0004303964755
740	0.0004303964755
741	0.0004303964755
742	0.0004303964755
743	0.0004303964755
744	0.0004303964755
745	0.0004303964755
746	0.0004303964755
747	0.0004303964755
748	0.0004303964755
749	0.0004303964755
750	0.0004303964755
751	0.0004303964755
752	0.0004303964755
753	0.0004303964755
754	0.0004303964755
755	0.0004303964755
756	0.0004303964755
757	0.0004303964755
758	0.0004303964755
759	0.0004303964755
760	0.0004303964755
761	0.0004303964755
762	0.0004303964755
763	0.0004303964755
764	0.0004303964755
765	0.0004303964755
766	0.0004303964755
767	0.0004303964755
768	0.0004303964755
769	0.0004303964755
770	0.0004303964755
771	0.0004303964755
772	0.0004303964755
773	0.0004303964755
774	0.0004303964755
775	0.0004303964755
776	0.0004303964755
777	0.0004303964755
778	0.0004303964755
779	0.0004303964755
780	0.0004303964755
781	0.0004303964755
782	0.0004303964755
783	0.0004303964755
784	0.0004303964755
785	0.0004303964755
786	0.0004303964755
787	0.0004303964755
788	0.0004303964755
789	0.0004303964755
790	0.0004303964755
791	0.0004303964755
792	0.0004303964755
793	0.0004303964755
794	0.0004303964755
795	0.0004303964755
796	0.0004303964755
797	0.0004303964755
798	0.0004303964755
799	0.0004303964755
800	0.0004303964755
801	0.0004303964755
802	0.0004303964755
803	0.0004303964755
804	0.0004303964755
805	0.0004303964755
806	0.0004303964755
807	0.0004303964755
808	0.0004303964755
809	0.0004303964755
810	0.0004303964755
811	0.0004303964755
812	0.0004303964755
813	0.0004303964755
814	0.0004303964755
815	0.0004303964755
816	0.0004303964755
